9.776555773160968243e+00,2.757180614882401848e+00,8.000000000000000000e+00,9.944211062037133786e-01
9.958218556692772339e+00,3.036661820315947669e+00,7.555555555555555358e+00,9.944211062037147109e-01
1.013988134022457821e+01,3.316143025749493489e+00,7.111111111111110716e+00,9.944211062037101589e-01
1.032154412375638231e+01,3.595624231183038866e+00,6.666666666666666963e+00,9.944211062037139337e-01
1.050320690728818640e+01,3.875105436616584687e+00,6.222222222222222321e+00,9.944211062037147109e-01
1.068486969081999227e+01,4.154586642050130507e+00,5.777777777777777679e+00,9.944211062037101589e-01
1.086653247435179637e+01,4.434067847483675884e+00,5.333333333333333925e+00,9.944211062037139337e-01
1.104819525788360046e+01,4.713549052917222149e+00,4.888888888888889284e+00,9.944211062037153770e-01
1.122985804141540456e+01,4.993030258350767525e+00,4.444444444444444642e+00,9.944211062037139337e-01
1.141152082494721043e+01,5.272511463784313790e+00,4.000000000000000000e+00,9.944211062037109361e-01
1.139871221866978068e+01,5.444274779261742303e+00,4.000000000000000000e+00,1.645229815716119592e+00
1.136311221506359637e+01,5.893314284854885621e+00,4.000000000000000000e+00,1.649911185883863984e+00
1.117541797780410562e+01,6.303829256678131543e+00,4.000000000000000000e+00,1.999635303344317050e+00
1.088166950937604582e+01,6.647544680284227070e+00,4.000000000000000000e+00,2.277970455426591823e+00
1.052312331593368633e+01,6.923909379706967293e+00,4.000000000000000000e+00,2.484916636334143281e+00
1.013020091079094875e+01,7.149465846592969243e+00,4.000000000000000000e+00,2.620473841775792234e+00
9.723468285815664913e+00,7.349438598852366944e+00,4.000000000000000000e+00,2.684642068949261606e+00
9.318207615287921186e+00,7.552334311613567941e+00,4.000000000000000000e+00,2.677421316530403494e+00
8.930313078991620301e+00,7.786318617288117139e+00,4.000000000000000000e+00,2.598811584668150765e+00
8.549739043051584275e+00,8.046994992347929809e+00,4.000000000000000000e+00,2.541035019198986777e+00
8.549739042929557442e+00,8.046994992582057193e+00,4.000000000000000000e+00,2.051258531557808684e+00
8.140073016555039231e+00,8.236819995253640059e+00,4.000000000000000000e+00,2.707679934703509872e+00
7.691647523484917315e+00,8.292967702746253167e+00,4.000000000000000000e+00,3.017030123393166452e+00
7.244354767115125604e+00,8.225870996016347192e+00,4.000000000000000000e+00,-2.992696598556916054e+00
6.825117306549925544e+00,8.055272243256480280e+00,4.000000000000000000e+00,-2.755129617151154342e+00
6.825117306549926433e+00,8.055272243256480280e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.446391890902438249e+00,7.742650109586711515e+00,4.000000000000000000e+00,-2.451519823424117117e+00
6.284819341275174942e+00,7.276749226031693496e+00,4.000000000000000000e+00,-1.904613931310795039e+00
6.345417457173071263e+00,6.785648178059862978e+00,4.000000000000000000e+00,-1.448024554091250415e+00
6.578521163688924922e+00,6.347616348110401319e+00,4.000000000000000000e+00,-1.081751716536859975e+00
6.922870115336883678e+00,5.988925307387933827e+00,4.000000000000000000e+00,-8.057954383346624949e-01
7.328074216390735529e+00,5.699551173336927512e+00,4.000000000000000000e+00,-6.201557342097990810e-01
7.759290389028818069e+00,5.449878492477155945e+00,4.000000000000000000e+00,-5.248326140165008313e-01
7.759290389024111612e+00,5.449878492477902014e+00,4.000000000000000000e+00,2.984380317482632439e+00
7.933318624946180897e+00,5.293811402501457763e+00,4.000000000000000000e+00,-7.310397695905572757e-01
8.038247384780811799e+00,5.084468516641812208e+00,4.000000000000000000e+00,-1.106165869509917687e+00
8.072224529867710885e+00,4.852426223219372226e+00,4.000000000000000000e+00,-1.425403045775105682e+00
8.044592313077451706e+00,4.619252957910459756e+00,4.000000000000000000e+00,-1.688751295881569803e+00
7.969452266062734047e+00,4.396555833195149532e+00,4.000000000000000000e+00,-1.896210617771631135e+00
7.861472259583224265e+00,4.187609830085094131e+00,7.000000000000000000e+00,-2.047781009829641174e+00
7.733967566009044781e+00,3.989847344595861323e+00,8.000000000000000000e+00,-2.143462470878148451e+00
7.598671341084801689e+00,3.797278119298352905e+00,8.000000000000000000e+00,-2.183255000175162497e+00
7.466502090084738086e+00,3.602570749529602878e+00,8.000000000000000000e+00,-2.167158597412378818e+00
7.173908664990841011e+00,3.221408503866742379e+00,8.000000000000000000e+00,-2.225488541773751106e+00
6.881315239896943936e+00,2.840246258203881435e+00,8.000000000000000000e+00,-2.225488541773750661e+00
6.406047276941058577e+00,2.221113398353241841e+00,8.000000000000000000e+00,-2.225488541773751106e+00
6.203075568205515644e+00,1.956701604811264650e+00,7.555555555555555358e+00,-2.225488541773751550e+00
6.000103859469973600e+00,1.692289811269287458e+00,7.111111111111110716e+00,-2.225488541773749773e+00
5.797132150734430667e+00,1.427878017727310489e+00,6.666666666666666963e+00,-2.225488541773751994e+00
5.594160441998887734e+00,1.163466224185333298e+00,6.222222222222222321e+00,-2.225488541773751550e+00
5.391188733263344801e+00,8.990544306433561061e-01,5.777777777777777679e+00,-2.225488541773751550e+00
5.188217024527802756e+00,6.346426371013789147e-01,5.599999999999999645e+00,-2.225488541773749773e+00
4.985245315792259824e+00,3.702308435594017233e-01,5.422222222222222499e+00,-2.225488541773751550e+00
4.782273607056717779e+00,1.058190500174247539e-01,5.244444444444444464e+00,-2.225488541773750217e+00
4.579301898321174846e+00,-1.585927435245526596e-01,5.066666666666666430e+00,-2.225488541773751550e+00
4.578178686645857809e+00,-2.629486080815301996e-01,4.888888888888889284e+00,-1.581559193923277373e+00
4.494076919567137729e+00,-6.429557792658511239e-01,4.711111111111111249e+00,-1.788601781473232455e+00
4.487721371228593270e+00,-1.032586972075949294e+00,4.640000000000000568e+00,-1.587106583439355179e+00
4.531211764045249168e+00,-1.420143053344550266e+00,4.568888888888888999e+00,-1.459046805501231114e+00
4.595818359072870507e+00,-1.804875225856211962e+00,4.497777777777777430e+00,-1.404422450622371032e+00
4.595818359072870507e+00,-1.804875225856214405e+00,4.426666666666666750e+00,-1.570796326794896558e+00
4.730849283203685474e+00,-2.131908995297102649e+00,4.355555555555556069e+00,-1.179222407664402450e+00
4.987561412632956603e+00,-2.376250086697362818e+00,4.284444444444444500e+00,-7.607131107100066902e-01
5.315840756133669132e+00,-2.511189585048143158e+00,4.213333333333332931e+00,-3.899965098397592533e-01
5.670430212035753925e+00,-2.535008553256181685e+00,4.142222222222222250e+00,-6.707260661570904614e-02
6.018536103955426597e+00,-2.461518636825690720e+00,4.071111111111111569e+00,2.080585976071161469e-01
6.018536103955425709e+00,-2.461518636825691164e+00,4.000000000000000000e+00,-2.677945044588986967e+00
6.395701348903993555e+00,-2.324405032655213255e+00,4.000000000000000000e+00,3.486834349039938941e-01
6.727647345782674648e+00,-2.098164893031551070e+00,4.000000000000000000e+00,5.982406205138904864e-01
7.007667380752343966e+00,-1.809685886393541665e+00,4.000000000000000000e+00,8.002765481666259673e-01
7.240096507255910474e+00,-1.481347546969865148e+00,4.000000000000000000e+00,9.547912170400918441e-01
7.436216571818395238e+00,-1.129916889040665451e+00,4.000000000000000000e+00,1.061784626506874440e+00
7.611143084587710383e+00,-7.673653510533469113e-01,7.000000000000000000e+00,1.121256776133197519e+00
7.781732468871057407e+00,-4.027319686557190859e-01,8.000000000000000000e+00,1.133207665678184428e+00
7.965155514626165889e+00,-4.444636113715993986e-02,8.000000000000000000e+00,1.097637295093458754e+00
8.177612088078978658e+00,2.972672532178044502e-01,8.000000000000000000e+00,1.014545664523038182e+00
8.382675970922315756e+00,6.127501498998624285e-01,8.000000000000000000e+00,9.944211062037142668e-01
8.587739853765654630e+00,9.282330465819205179e-01,8.000000000000000000e+00,9.944211062037104920e-01
8.792803736608991727e+00,1.243715943263978385e+00,8.000000000000000000e+00,9.944211062037140447e-01
8.997867619452330601e+00,1.559198839946036586e+00,8.000000000000000000e+00,9.944211062037106030e-01
9.202931502295667698e+00,1.874681736628094564e+00,8.000000000000000000e+00,9.944211062037142668e-01
9.407995385139006572e+00,2.190164633310152542e+00,8.000000000000000000e+00,9.944211062037102700e-01
